19	24	27	38	45	47
09	18	38	39	43	45
03	12	25	34	41	43
05	06	07	16	19	34
07	11	24	28	33	35
10	15	29	42	44	48
19	25	30	31	40	43
03	06	15	24	27	43
12	21	22	23	29	47
01	33	37	38	43	49
01	02	12	13	21	42
04	07	15	17	22	41
07	11	13	20	25	42
01	12	15	31	40	42
01	05	26	34	42	47
08	13	24	31	40	43
06	12	24	28	32	49
26	28	30	31	35	43
08	12	24	30	35	45
05	10	11	20	36	38
07	19	26	27	35	49
04	28	30	31	36	43
01	12	17	37	41	45
03	07	10	15	25	27
13	20	29	31	40	41
10	11	15	17	42	44
01	04	17	19	44	46
08	10	13	16	24	40
03	05	20	42	48	49
13	14	18	21	31	34
05	24	36	39	42	49
03	08	11	26	39	43
05	10	12	23	24	31
01	08	15	21	22	48
07	15	16	19	32	48
02	16	22	26	33	39
11	13	15	24	26	45
07	18	23	29	38	43
01	10	22	40	44	49
03	19	22	24	38	45
16	27	29	34	38	43
04	06	10	20	31	32
02	07	17	28	32	39
03	08	10	33	37	47
03	13	14	17	34	38
03	07	12	27	28	30
07	08	11	20	43	44
02	07	36	39	41	43
06	12	21	33	38	46
15	24	25	27	47	48
03	06	08	27	36	47
01	06	09	13	24	25
01	09	22	23	42	46
21	27	36	42	43	49
08	11	16	22	26	32
02	15	20	30	33	38
11	21	23	30	35	40
21	33	35	38	42	43
23	33	34	38	39	41
01	14	20	24	27	46
14	16	23	26	33	44
10	27	29	35	39	48
02	17	24	26	36	38
03	10	13	33	36	49
03	05	11	21	22	37
02	06	16	35	36	44
01	17	31	38	41	47
15	18	20	25	41	46
07	21	30	32	45	49
05	18	26	38	39	47
18	26	33	38	39	42
11	16	26	41	43	44
04	12	18	21	29	39
06	09	15	17	24	31
06	24	27	37	38	45
02	03	10	31	47	48
06	08	14	26	42	46
05	08	23	40	42	49
12	25	28	35	38	42
06	13	15	18	22	37
06	09	11	15	28	43
01	03	04	14	16	37
16	23	29	38	40	45
02	14	19	32	41	45
04	08	23	27	36	40
09	14	27	28	32	41
08	09	12	15	43	44
08	10	13	15	33	35
04	10	11	21	36	43
05	24	30	39	42	49
04	06	10	19	25	26
05	18	20	22	27	34
11	13	23	28	36	45
02	26	34	36	38	47
07	13	22	28	40	46
04	13	14	29	33	41
09	36	43	44	45	46
02	05	06	38	39	48
03	06	24	25	29	32
22	27	28	38	43	44
20	32	36	41	47	49
03	18	30	32	33	35
05	07	10	16	24	33
25	28	35	38	39	42
02	03	24	30	38	45
01	06	20	23	37	40
01	09	12	19	22	31
01	41	43	45	47	49
07	12	22	33	34	39
18	25	29	33	38	42
01	03	05	16	26	42
01	05	26	31	41	47
07	15	25	29	30	43
07	22	25	27	33	49
05	12	15	16	31	37
05	18	26	28	33	37
17	20	22	26	38	41
07	17	18	23	27	47
05	25	34	40	42	43
04	13	14	17	21	29
07	08	09	26	27	43
01	12	26	31	41	46
02	20	22	33	37	39
07	10	12	36	37	45
05	16	31	32	33	47
01	13	17	18	32	35
07	26	35	39	48	49
05	07	15	27	40	45
07	10	15	17	20	25
03	16	21	22	38	47
01	04	12	30	32	36
01	04	06	30	34	39
01	09	12	14	44	47
06	08	16	26	39	47
12	23	26	28	29	40
12	35	36	40	43	46
02	03	10	27	32	35
06	08	09	16	17	37
01	10	24	37	47	49
01	10	14	31	33	44
03	06	16	20	44	46
10	23	28	42	45	47
03	07	13	16	31	49
13	23	33	35	39	47
04	11	31	32	35	49
16	18	25	42	46	48
03	05	14	28	33	39
05	11	13	27	29	35
09	18	20	22	37	48
01	10	15	26	38	47
04	14	18	19	27	47
05	07	14	25	28	34
03	12	14	26	32	37
04	07	25	36	45	46
10	12	20	24	39	46
20	24	28	35	38	39
02	06	13	19	25	47
01	03	04	10	25	38
03	09	14	15	34	44
14	24	28	45	46	48
02	04	16	18	42	46
07	13	15	22	26	30
03	10	13	14	22	36
12	21	33	35	39	47
04	12	13	35	43	49
01	09	26	28	41	44
05	06	13	22	38	44
03	08	33	36	37	42
06	10	19	22	44	48
06	09	15	29	36	37
01	18	19	24	43	44
04	10	25	27	29	49
01	05	27	37	38	44
06	17	19	28	37	44
05	18	21	25	36	43
01	02	12	20	21	36
12	14	16	17	27	35
01	02	11	24	43	48
03	16	41	42	47	48
03	05	24	28	37	40
05	12	13	14	18	34
06	11	16	22	27	28
11	18	20	27	42	44
10	16	23	42	44	47
13	17	29	30	36	41
01	04	11	17	22	31
19	22	27	29	33	46
01	07	08	20	23	39
22	26	32	36	41	44
01	07	22	38	41	44
07	13	22	29	39	45
11	30	31	33	40	43
07	10	20	37	38	46
08	15	28	41	46	48
04	18	20	22	36	38
14	21	23	27	28	47
07	10	26	30	32	39
03	10	33	36	38	39
09	16	22	37	39	49
11	19	25	35	43	48
11	18	19	25	43	49
01	05	40	42	46	47
03	05	09	12	22	25
06	13	16	28	41	44
05	13	14	29	30	41
06	16	25	27	46	49
11	16	20	24	34	35
06	17	22	23	25	30
24	28	34	37	39	42
02	03	25	37	45	49
10	32	40	44	45	49
05	10	20	36	42	43
15	26	31	32	33	42
06	07	12	40	42	48
08	11	20	31	33	45
07	11	28	37	43	49
02	17	38	40	41	44
16	17	30	38	40	46
06	16	26	39	40	44
01	10	22	40	44	46
04	16	17	19	38	46
01	17	18	21	33	43
08	12	21	22	39	43
05	16	19	25	48	49
02	11	15	25	36	44
09	21	27	30	41	43
12	15	18	19	24	42
01	06	07	09	14	23
04	07	14	33	40	46
11	19	29	32	35	47
12	17	22	35	37	44
02	09	26	36	39	41
03	21	29	33	39	45
04	26	32	36	39	45
08	23	24	27	28	32
01	08	16	27	31	38
05	09	23	24	42	49
07	12	16	20	30	39
05	08	33	38	42	48
01	18	36	37	38	43
10	16	17	19	22	36
19	26	42	43	44	46
08	27	34	36	38	39
08	16	19	22	25	47
01	03	10	32	33	48
01	14	30	36	38	42
12	18	22	26	31	37
02	07	14	25	37	48
22	23	30	33	35	41
07	32	36	44	47	49
07	25	26	27	31	44
04	11	12	18	22	33
01	10	33	34	35	47
10	16	30	32	43	48
12	13	20	35	37	48
18	22	27	30	43	45
06	08	17	36	38	47
01	03	08	11	14	48
13	15	26	27	28	40
19	20	24	33	39	46
05	11	28	33	34	41
01	03	24	31	34	44
06	10	19	20	42	46
05	10	18	32	37	42
01	14	38	39	42	44
01	04	09	23	43	44
08	15	27	35	40	44
04	23	24	25	29	39
01	03	06	10	11	25
08	10	11	28	32	39
02	15	36	38	42	44
05	06	20	31	39	40
14	15	17	18	20	32
02	22	30	38	47	49
14	19	24	28	29	37
13	19	27	35	38	39
05	06	21	30	36	43
08	10	19	22	34	47
01	13	30	31	34	45
05	18	31	34	42	46
01	06	15	30	33	42
07	20	25	34	36	41
09	21	27	28	36	49
05	08	15	25	28	45
01	05	08	12	19	27
07	16	17	26	35	47
13	26	27	31	33	45
01	20	23	37	44	48
05	31	34	36	42	47
07	09	21	30	34	38
03	10	25	36	41	48
05	07	26	33	36	44
03	14	15	32	36	49
09	13	24	39	47	49
04	21	35	38	41	44
01	09	18	24	30	40
07	09	19	24	42	47
03	12	15	25	37	43
13	19	31	41	44	47
04	15	17	28	29	39
03	05	07	22	34	35
10	14	15	25	33	34
08	17	18	30	33	34
16	26	27	40	43	46
03	13	15	18	25	33
02	11	29	30	32	45
01	15	35	36	37	40
18	28	30	31	34	40
05	15	29	33	40	42
01	03	26	27	30	47
21	26	27	30	34	41
02	31	35	36	41	44
23	24	30	32	37	46
02	09	18	19	20	26
04	09	25	31	38	41
04	09	24	33	37	48
18	23	29	30	36	43
03	10	34	35	40	42
07	08	17	18	29	37
26	28	31	34	35	36
08	09	21	34	35	41
07	28	30	34	43	49
12	16	34	45	47	49
04	20	25	31	42	43
10	12	23	31	40	42
20	27	31	32	34	45
21	23	25	32	40	43
07	11	31	37	38	43
15	23	25	29	32	38
03	07	20	24	26	46
01	12	16	26	32	46
07	19	32	36	40	44
05	08	22	27	31	35
02	03	13	24	30	32
05	10	29	44	45	46
06	14	36	38	42	48
06	19	27	41	45	49
07	23	28	30	48	49
06	09	31	33	35	38
03	10	20	32	36	48
04	07	35	42	44	45
04	26	34	46	47	48
18	23	29	31	42	43
01	21	22	24	27	41
08	09	20	33	40	49
09	13	14	33	38	39
08	16	18	21	31	47
05	13	22	25	40	44
09	11	12	16	31	40
03	04	09	19	33	42
02	07	12	16	17	36
03	19	34	35	45	49
03	19	20	29	31	49
06	10	23	29	38	43
07	13	15	33	38	40
05	18	23	29	35	44
14	35	36	42	43	48
01	21	25	28	40	49
02	04	09	17	18	44
03	14	21	35	36	42
03	10	19	31	34	40
27	28	35	41	42	48
07	08	09	11	13	29
16	20	35	42	46	49
01	22	24	26	27	36
07	11	12	13	20	32
14	19	20	22	27	28
04	09	10	15	40	49
02	05	23	27	40	41
14	17	18	22	39	40
01	02	13	43	46	47
12	20	24	37	46	48
10	16	30	33	38	43
15	20	28	34	41	45
10	11	12	21	28	30
04	13	15	25	34	37
20	31	34	38	41	49
09	28	29	38	44	47
10	12	19	22	35	42
14	25	31	32	39	45
16	27	29	30	40	41
15	18	20	29	40	49
02	06	11	29	34	43
03	06	09	33	34	44
02	14	24	30	31	45
16	22	27	44	47	49
10	25	34	42	45	46
22	26	27	29	45	48
02	19	23	30	32	38
05	11	16	18	28	34
09	17	19	37	42	45
07	09	12	17	41	42
10	13	23	37	41	48
11	28	30	35	39	48
01	11	16	23	39	48
02	22	23	29	39	44
03	17	29	35	37	38
05	35	39	42	43	49
03	11	18	43	46	47
03	04	26	32	36	38
14	19	20	21	36	44
06	12	15	25	39	41
13	18	23	28	35	47
01	04	15	30	36	45
07	13	15	18	36	43
09	15	16	19	37	39
09	11	29	38	47	49
04	22	24	28	35	37
04	07	10	12	32	48
02	03	12	29	32	37
05	14	21	25	27	31
01	05	12	14	24	42
10	16	31	34	43	46
05	07	15	24	41	45
13	15	18	35	39	46
04	05	19	30	40	44
11	12	30	37	38	47
21	27	30	35	42	45
05	11	18	28	36	47
06	21	23	25	28	36
18	24	26	27	36	41
10	13	16	17	30	37
15	24	35	38	39	44
08	18	31	39	47	49
01	26	33	43	48	49
15	34	37	44	46	47
02	03	06	07	23	42
02	07	08	11	20	37
01	11	12	22	34	46
04	07	09	12	15	34
03	19	29	38	43	46
20	22	26	35	39	46
01	09	18	29	33	43
02	11	22	26	36	37
21	22	27	30	31	40
06	21	26	28	30	40
16	18	33	34	39	42
01	17	19	45	46	47
27	30	36	38	48	49
06	09	21	26	44	47
02	09	22	24	33	44
04	09	11	33	36	49
18	20	24	26	29	36
01	02	08	18	31	43
10	16	19	37	47	49
03	07	13	19	32	37
02	06	13	18	22	26
11	23	31	44	46	48
03	22	34	35	41	45
16	23	33	34	42	48
07	11	13	23	47	49
05	07	17	22	31	39
11	15	24	26	32	42
21	31	35	42	44	48
04	05	17	25	43	46
14	18	35	36	37	39
09	11	24	30	39	42
03	19	30	34	36	41
09	15	17	20	29	31
06	07	13	40	44	49
11	21	24	28	43	44
13	20	22	24	25	31
18	19	20	27	28	40
09	10	12	16	28	42
14	26	27	30	31	49
02	03	19	26	37	45
08	25	28	35	37	48
01	09	15	26	27	44
01	03	04	18	36	45
11	14	27	29	33	34
11	14	18	28	35	45
02	09	16	22	23	39
02	14	18	28	38	39
01	05	09	14	18	35
05	10	17	21	32	36
02	03	31	34	37	39
04	11	16	29	38	46
02	04	06	33	43	49
03	13	19	26	40	44
02	04	08	27	36	48
02	18	31	33	38	47
09	15	20	32	38	47
10	12	15	27	40	43
07	08	23	29	33	42
01	04	11	23	30	38
05	07	20	29	37	39
09	20	21	28	30	44
11	18	31	32	33	42
09	11	16	26	42	48
04	05	24	30	39	43
16	20	30	31	36	38
08	13	17	26	42	45
12	14	20	27	30	38
08	16	21	24	42	49
13	19	25	26	39	43
07	17	19	30	32	36
01	18	25	27	36	40
03	05	24	25	28	45
22	23	27	30	38	46
07	17	23	26	37	39
10	15	23	28	42	47
05	07	25	30	31	34
14	20	33	41	45	48
11	12	28	29	42	45
02	23	24	27	31	34
14	20	26	27	31	44
04	08	12	14	45	48
10	13	34	42	44	49
06	16	20	24	35	38
03	09	12	18	39	47
03	06	08	14	33	42
04	08	12	14	18	20
04	05	19	29	34	43
04	05	09	16	31	38
10	19	22	32	35	48
01	28	29	30	32	47
05	08	33	34	39	49
01	09	13	35	43	48
09	13	15	45	47	49
04	05	06	15	23	36
01	17	30	31	39	46
02	10	13	20	25	42
01	12	22	24	37	42
01	04	06	09	19	41
06	07	13	15	25	46
10	14	26	27	28	36
02	03	20	22	28	41
11	17	21	25	29	30
14	23	32	39	41	49
05	09	24	25	34	40
12	15	26	37	38	40
19	26	32	33	34	49
01	02	16	23	27	48
02	04	15	26	31	49
06	12	21	35	38	48
10	15	16	19	28	43
01	02	04	22	31	43
07	09	17	26	42	48
13	23	24	32	38	42
01	25	43	46	47	49
04	11	22	25	46	47
13	15	30	35	36	43
05	06	19	28	34	39
07	10	11	32	33	41
10	16	19	23	24	36
04	06	16	25	32	47
13	31	33	35	41	46
04	21	22	33	34	47
13	24	29	39	46	49
16	26	31	32	39	43
02	06	15	19	42	44
02	26	36	37	41	43
11	25	27	31	34	40
07	22	23	27	35	39
02	10	13	28	35	44
01	10	12	23	30	43
02	09	13	20	25	31
06	11	17	20	34	46
09	11	21	28	36	44
04	09	10	19	21	34
02	03	06	12	16	49
04	06	16	30	33	35
03	08	11	23	33	39
09	16	21	34	37	41
10	14	16	17	31	49
19	25	28	31	34	36
04	16	31	40	45	46
07	12	19	26	41	49
11	23	29	32	35	48
03	20	23	30	32	49
03	14	33	35	45	46
15	18	24	27	31	47
03	10	20	36	47	48
27	31	34	37	44	48
06	09	16	26	28	43
21	26	27	38	45	48
07	09	14	31	33	49
07	27	33	35	42	48
24	30	32	36	43	49
02	07	14	15	31	47
01	03	17	19	21	45
05	10	12	16	27	40
10	20	22	36	41	43
06	08	10	11	15	21
07	08	10	28	35	40
16	19	20	32	42	44
02	03	20	23	44	47
06	16	22	35	46	48
01	02	14	21	38	47
04	12	14	21	33	34
07	08	17	18	36	43
14	23	25	26	43	44
02	08	19	28	40	47
12	22	24	37	39	47
06	12	18	36	43	48
06	14	16	24	27	29
15	36	38	40	43	47
11	18	27	32	35	43
03	15	24	26	36	42
07	09	10	13	20	26
02	06	21	28	31	47
03	04	29	30	39	40
11	16	23	37	41	44
04	09	33	38	46	48
08	14	20	25	32	48
03	16	19	23	27	41
06	12	17	19	24	25
03	10	13	14	35	41
08	09	14	22	31	42
04	14	16	37	39	42
17	20	31	38	39	41
02	04	11	19	41	49
08	10	14	17	32	42
10	16	18	20	33	37
18	21	27	36	39	46
09	17	18	28	29	38
12	19	34	36	39	46
17	25	31	38	40	49
10	13	22	39	45	47
02	03	04	12	17	41
03	12	23	28	42	48
15	18	25	31	32	38
01	05	16	21	23	27
02	10	11	13	18	25
01	09	34	35	36	39
10	14	16	24	26	36
07	08	11	23	35	38
12	14	26	28	41	49
12	17	18	19	22	23
12	16	28	30	39	48
01	05	19	38	39	44
12	16	22	24	32	39
04	10	13	33	41	49
01	13	14	40	43	48
13	17	27	36	46	47
05	06	07	09	17	49
05	15	16	28	29	30
11	15	21	30	44	47
01	04	11	31	33	41
03	25	37	42	43	45
13	14	26	31	35	40
06	21	29	31	40	47
04	13	14	15	38	40
08	11	16	22	23	41
05	07	14	26	39	44
01	04	25	30	35	47
03	08	12	15	35	44
05	07	13	16	22	46
03	04	15	27	31	36
01	05	27	39	48	49
11	16	25	41	43	47
06	26	32	33	38	45
02	04	08	32	38	45
06	07	26	27	32	44
02	17	19	21	23	40
03	18	19	21	32	44
03	09	29	36	42	44
01	03	08	19	32	33
11	15	17	32	42	46
06	14	24	32	37	41
05	24	37	39	42	48
02	08	11	15	34	44
06	13	21	25	45	48
19	22	28	30	37	45
08	10	20	21	27	35
05	11	18	24	28	32
02	11	14	15	30	34
10	21	24	34	41	47
09	24	35	36	39	41
04	06	10	15	18	44
02	06	17	19	27	45
05	06	09	12	30	45
06	10	12	15	21	34
09	10	18	19	33	37
09	20	26	35	44	49
21	27	28	33	34	40
12	22	32	34	42	47
10	13	15	19	29	34
02	06	10	30	34	38
10	24	34	37	39	45
01	05	09	11	18	34
02	16	18	23	27	46
11	18	25	29	33	34
10	12	14	16	40	44
03	13	15	18	26	31
15	23	33	35	37	43
04	10	32	45	46	48
02	21	30	35	46	49
03	14	20	41	43	49
02	06	16	20	22	35
12	24	29	31	35	49
18	24	31	33	42	44
05	12	14	20	22	41
11	14	17	24	25	42
10	12	22	36	41	43
08	10	27	31	40	48
08	17	22	24	39	42
11	14	22	27	46	49
16	18	23	24	25	31
04	10	28	29	37	42
10	14	26	27	36	43
07	10	30	33	42	45
02	18	20	30	41	46
02	10	17	24	31	44
01	18	28	34	36	47
17	20	21	25	37	46
18	19	21	34	37	41
05	15	24	30	34	42
02	11	22	31	42	47
01	12	22	35	36	44
02	14	27	32	36	46
23	33	34	39	41	45
10	15	19	22	24	45
09	20	26	35	42	46
24	29	38	39	44	47
08	16	22	26	29	47
01	15	18	29	30	36
05	18	20	21	40	45
09	19	27	29	36	38
02	03	15	36	40	46
24	27	29	43	47	48
04	06	14	26	43	46
12	17	25	26	34	40
02	11	21	37	44	45
01	02	04	12	28	45
02	14	28	36	45	48
02	11	36	37	38	45
03	12	23	26	38	42
10	14	15	33	38	46
17	24	25	36	40	47
02	03	06	13	42	43
11	13	14	19	20	26
09	15	21	24	26	29
04	07	15	16	17	40
01	03	10	25	31	48
04	07	08	12	18	21
01	12	25	31	42	43
07	24	29	35	42	46
08	20	28	35	38	41
06	12	17	27	32	36
19	22	23	30	36	40
02	05	06	10	45	46
01	18	26	29	31	38
12	21	24	31	38	45
18	19	22	24	32	35
04	09	16	34	35	40
24	31	38	40	47	48
01	02	04	40	41	46
03	19	22	23	29	47
07	17	19	35	42	48
02	19	41	45	46	47
01	05	10	24	44	47
14	20	29	35	37	46
09	14	32	45	48	49
15	17	26	30	38	41
13	15	22	46	48	49
01	03	21	28	30	42
10	11	13	24	41	45
02	11	16	21	31	32
13	16	20	28	39	40
08	09	25	27	35	49
06	13	15	18	19	31
11	18	22	26	31	34
08	24	25	32	33	35
01	17	18	22	27	38
03	09	10	11	22	36
07	24	26	28	29	36
03	14	17	40	41	45
02	10	11	17	23	39
03	09	11	27	34	40
04	13	29	30	36	46
04	18	22	29	45	48
07	14	17	29	35	36
06	11	16	23	39	42
01	12	15	29	43	45
01	14	27	35	41	45
09	14	21	24	37	47
04	15	19	26	34	35
20	31	35	36	45	48
01	08	22	33	41	45
13	24	36	39	46	47
06	23	27	39	43	48
25	27	37	41	45	47
07	14	25	34	47	49
01	08	19	23	26	31
05	11	21	30	33	38
02	05	20	23	34	36
07	13	18	28	36	46
08	09	10	20	28	37
04	05	21	33	37	43
12	16	20	24	32	49
15	23	34	35	36	46
04	06	07	11	21	49
07	09	13	20	25	36
07	15	23	34	41	48
03	07	24	39	41	43
09	11	13	17	28	47
02	11	25	26	39	45
17	23	28	30	35	45
08	15	25	26	41	49
03	16	31	38	40	48
14	17	19	20	22	39
08	26	27	32	41	47
21	26	33	37	40	47
04	08	33	38	45	49
12	13	27	31	38	44
01	15	21	29	32	42
08	09	29	40	45	47
04	07	16	19	26	30
02	08	15	18	37	48
02	05	06	08	32	46
03	06	17	19	35	48
02	15	16	21	37	49
16	23	26	30	36	45
04	16	20	33	35	47
03	07	16	23	31	36
14	17	20	33	35	40
07	17	20	26	38	42
14	18	22	28	32	35
14	15	18	21	26	36
11	23	28	33	44	49
02	12	21	22	27	41
05	15	16	31	35	46
01	15	21	31	36	43
01	05	18	28	34	42
06	08	19	20	34	41
03	08	11	22	28	36
14	15	27	31	34	42
07	12	25	29	32	33
07	09	13	19	21	31
10	14	20	21	25	40
01	04	14	16	18	25
08	20	30	32	39	45
17	20	24	27	42	47
25	32	36	39	44	47
07	14	34	36	38	46
07	19	20	24	44	45
05	10	14	17	18	31
27	34	38	39	41	43
19	23	35	38	40	45
04	07	16	23	24	26
10	16	23	24	45	47
02	05	33	34	47	49
08	21	23	30	31	40
10	13	26	43	48	49
18	20	34	37	39	44
20	24	32	38	43	46
03	23	27	35	36	37
01	13	21	22	24	37
06	14	19	30	36	47
14	30	38	47	48	49
04	11	17	21	33	47
04	22	27	34	44	49
19	24	29	32	41	47
06	08	15	28	35	36
04	17	25	33	34	42
04	24	29	44	46	48
02	10	13	21	34	39
03	08	28	35	40	49
02	11	32	33	35	38
01	23	24	25	34	43
13	26	30	37	40	49
05	11	28	30	35	37
03	10	28	33	42	44
06	07	09	19	21	38
04	07	26	31	32	46
17	24	26	31	44	48
12	13	32	36	42	46
07	27	30	31	35	47
05	06	09	14	26	30
12	15	23	31	32	46
08	19	33	34	41	45
03	06	19	31	35	39
10	13	24	28	37	44
19	30	32	39	45	48
03	09	21	26	28	49
02	11	17	18	40	49
01	10	17	24	34	37
01	04	06	07	16	17
20	23	34	40	47	49
13	19	21	27	30	47
12	29	31	36	37	40
08	09	14	18	22	38
06	20	25	26	38	42
01	09	18	22	34	48
06	08	10	21	27	45
08	11	22	23	26	45
15	18	26	30	33	47
08	10	20	22	36	42
08	14	22	24	40	45
10	23	28	29	36	48
01	09	16	17	20	26
04	11	19	26	34	48
03	10	15	20	21	24
13	16	19	25	27	49
10	13	18	20	28	47
15	19	28	35	39	41
08	14	15	17	25	48
03	07	20	21	32	42
18	20	33	42	46	48
05	07	20	29	40	43
01	04	08	20	31	32
02	08	15	27	33	41
13	16	17	21	43	46
01	13	17	24	40	45
03	06	14	16	23	39
02	15	16	20	26	39
04	05	17	20	31	46
09	11	25	32	33	49
03	05	18	22	45	48
02	09	13	23	33	37
20	23	28	33	41	49
18	20	25	30	40	41
07	29	32	35	37	39
26	30	35	36	40	42
03	10	24	26	41	43
20	24	27	34	39	44
06	10	32	35	45	46
01	02	19	30	39	42
15	23	25	31	32	42
07	15	22	25	26	37
11	14	40	42	43	49
02	07	22	34	46	48
14	24	39	41	44	49
06	20	23	37	42	48
01	03	10	21	24	44
07	18	21	24	38	39
19	27	36	40	46	49
09	10	32	37	38	41
03	32	34	36	47	49
09	12	23	29	42	49
01	08	24	30	36	44
06	10	14	18	40	46
06	07	13	17	23	44
06	08	13	22	39	42
03	19	23	24	34	37
01	04	13	19	22	29
01	17	21	24	33	49
04	10	21	24	29	43
03	12	18	19	32	45
05	15	16	19	32	44
14	27	33	38	44	46
02	24	27	29	31	46
02	11	32	39	46	49
02	04	23	24	30	39
02	06	21	26	33	39
01	30	31	41	47	49
13	19	20	28	40	47
03	25	28	31	32	42
03	12	16	33	39	45
02	07	10	32	43	44
09	17	29	30	38	45
08	22	26	29	36	49
06	29	30	33	48	49
13	29	30	39	42	44
01	08	09	14	17	21
22	25	28	30	42	49
12	13	15	25	28	32
07	20	23	30	42	48
19	21	25	35	36	46
02	03	06	08	39	49
18	27	31	36	38	45
07	21	34	38	43	47
06	07	19	39	43	49
14	20	29	30	31	44
13	14	24	33	39	47
11	13	17	24	28	35
05	10	14	18	33	48
15	21	29	45	47	48
10	11	25	26	44	49
13	22	24	27	32	39
10	19	29	34	44	49
02	10	14	28	32	46
01	02	06	08	32	40
05	12	14	15	28	41
08	12	34	37	41	47
05	14	15	17	40	47
19	20	22	28	29	40
02	08	10	11	35	40
14	16	18	30	36	45
10	11	19	21	48	49
03	04	10	13	20	48
18	22	25	36	42	47
02	03	05	29	31	35
10	14	25	26	28	39
12	18	20	30	46	49
03	10	17	25	38	46
32	33	40	43	45	46
22	28	35	40	44	48
04	12	13	19	25	27
08	18	27	35	38	49
01	02	11	14	45	48
09	27	29	32	38	44
14	15	22	36	39	41
06	22	25	38	46	47
07	17	40	41	43	49
10	20	32	36	41	49
05	22	24	31	33	34
05	28	36	40	44	49
06	19	22	26	35	38
15	16	26	43	44	49
07	18	34	37	39	44
02	10	17	25	27	30
04	21	34	35	41	47
18	25	37	40	42	44
12	13	19	35	39	46
08	12	17	18	38	49
01	05	09	21	22	45
01	19	20	22	24	32
08	18	29	30	31	33
07	20	28	40	42	48
03	27	29	33	41	48
17	19	23	36	44	46
13	26	35	42	45	46
13	17	26	38	42	49
03	05	07	10	26	32
18	25	26	29	34	35
19	21	31	37	39	45
11	14	18	30	33	39
10	12	15	32	37	44
03	09	30	32	38	43
04	11	21	23	28	36
08	25	28	35	39	41
03	13	17	23	28	35
02	17	23	24	34	49
07	09	23	33	38	40
13	15	32	33	37	45
02	05	14	21	42	43
05	10	21	25	27	31
10	17	19	20	26	41
07	20	21	24	36	42
05	21	23	38	46	49
08	16	19	20	37	38
09	10	14	23	25	39
06	09	32	34	42	44
09	19	31	40	43	49
18	22	25	28	30	36
01	04	13	29	34	46
08	10	11	29	34	47
